chr	start	end	DMSO-1	DMSO-2	DMSO-3	DMSO-CD19-1	DMSO-CD19-2	DMSO-CD19-3	GSK-1	GSK-2	GSK-3	GSK-CD19-1	GSK-CD19-2	GSK-CD19-3	PBMC-1	PBMC-2	PBMC-3	PBMC-CD19-1	PBMC-CD19-2	PBMC-CD19-3
10	41555890	41556098	0	2	0	19	28	26	20	16	18	4	6	6	28	20	14	12	2	4
7	241569	241881	0	10	0	26	16	11	14	17	26	10	4	14	15	6	104	14	10	20
X	57331341	57331467	2	2	0	10	9	8	7	6	10	0	0	2	11	4	33	0	6	0
8	53534884	53534976	2	4	2	9	5	5	4	11	10	0	0	0	12	8	22	0	0	0
X	24372193	24372254	0	3	0	16	3	5	6	6	13	0	6	0	9	6	20	2	0	0
12	106024605	106024807	2	2	0	15	19	12	6	12	12	0	4	4	14	10	40	10	0	10
12	39711749	39711815	0	0	0	10	7	9	6	7	4	1	2	0	4	10	19	12	0	0
1	96996	97055	0	2	0	6	6	8	13	10	8	0	12	0	6	8	26	5	7	0
1	214213311	214213382	0	2	0	4	9	14	6	16	5	8	4	0	19	2	16	0	3	0
2	228440591	228440691	0	4	4	9	1	19	8	8	13	4	5	0	7	20	24	0	5	0
22	22707399	22707505	4	2	6	16	13	22	27	24	17	2	0	6	4	9	8	6	0	0
2	92299549	92299661	4	0	4	19	10	17	10	19	20	0	4	1	14	16	0	2	2	4
19	38125406	38125495	0	0	0	9	8	6	4	12	7	0	12	5	16	9	41	7	6	2
10	40522769	40522935	20	16	14	2	2	2	2	2	0	17	22	12	2	0	0	6	14	4
5	142831193	142831286	7	0	6	10	3	16	12	0	8	0	2	0	0	2	27	3	5	8
7	112697715	112697796	0	0	0	9	8	10	10	2	12	7	1	1	6	14	28	8	0	4
13	16250296	16251955	50	32	38	509	377	420	296	384	299	38	59	36	322	388	82	49	34	52
5	76510747	76510931	0	6	0	22	15	18	2	4	12	0	8	1	12	8	30	8	8	10
2	203177009	203177124	0	0	0	16	16	14	9	10	6	7	2	0	7	9	26	8	6	10
21	39479193	39479491	6	0	0	16	20	18	8	26	24	6	12	7	12	20	104	16	8	12
5	178224076	178224201	2	13	7	16	15	14	20	14	23	0	1	4	12	18	44	13	12	0
4	51177940	51178293	0	4	7	62	45	42	46	36	64	14	10	10	41	50	16	14	6	14
19	27123461	27123582	4	2	0	48	30	36	32	36	34	7	12	4	36	40	6	8	12	12
X	152565002	152565074	0	0	0	14	11	6	4	6	8	2	0	0	5	2	20	0	4	0
11	53304977	53305095	4	1	0	21	22	26	21	32	33	4	9	2	20	20	4	1	9	10
11	53949718	53949848	6	6	0	32	20	21	6	14	20	2	6	4	25	26	12	2	2	0
9	15165083	15165154	0	2	0	0	12	10	5	4	12	0	4	0	10	10	18	2	2	0
17	9795100	9795164	0	0	0	18	12	23	7	7	8	3	0	1	8	5	24	4	4	3
11	53384739	53384878	2	0	0	15	21	25	7	18	11	4	2	2	15	12	6	14	0	4
17	45219038	45219111	5	0	0	22	21	20	24	11	13	17	10	15	18	22	36	19	1	6
2	169336494	169336584	0	5	0	14	11	4	10	5	24	8	4	1	21	6	38	3	0	4
22	18511678	18511747	0	0	0	4	6	4	4	8	10	0	2	0	12	4	38	0	3	2
X	37042556	37042653	4	4	5	7	15	10	6	5	10	2	0	0	16	10	38	2	0	0
3	91457766	91457917	0	0	0	14	8	14	8	10	1	0	20	2	3	14	8	5	13	2
X	23713371	23713481	0	0	0	9	10	3	4	9	3	3	4	0	12	10	25	0	3	0
X	53292740	53292845	1	2	0	5	9	8	8	11	7	0	3	0	14	10	40	0	2	5
4	49996957	49997182	2	0	2	31	35	41	33	30	38	16	16	11	34	34	4	11	7	17
16	18614560	18614647	2	0	0	4	11	29	8	9	11	4	4	0	13	12	20	4	6	0
4	50959870	50960146	2	2	5	85	66	83	59	91	45	31	32	15	57	83	20	22	22	19
X	148767978	148768048	0	2	0	13	10	2	2	0	13	0	0	0	7	6	18	0	4	2
4	1372652	1372900	4	13	2	32	34	48	34	39	39	7	8	4	53	56	144	4	12	9
16	15013740	15013841	8	0	0	15	9	9	19	14	12	8	2	7	14	12	34	2	2	0
11	47790371	47790497	3	0	2	8	25	2	4	18	16	8	2	0	11	10	12	4	0	0
4	51547218	51547361	0	0	4	12	19	18	16	42	14	4	4	2	34	22	2	8	8	6
11	122496104	122496200	0	6	0	11	10	11	4	9	4	0	4	0	0	5	26	4	0	4
16	18700913	18701063	3	0	1	10	19	26	10	10	14	5	21	4	13	13	10	10	0	0
11	52113657	52113906	0	2	2	32	18	31	10	19	19	4	7	4	17	18	10	0	2	12
X	68941228	68941294	3	0	0	13	4	16	6	2	8	0	2	0	5	2	33	4	9	0
4	49762797	49763027	0	2	4	48	34	51	35	34	34	13	16	16	40	53	10	16	6	14
10	39972953	39973075	21	12	18	0	0	0	2	0	0	2	6	0	2	0	2	4	4	7
22	44980405	44980501	0	1	6	18	29	7	16	11	8	4	12	4	16	7	47	1	9	0
5	49946727	49946878	6	2	0	16	22	11	2	18	14	8	0	0	8	6	4	0	10	8
X	9942195	9942526	4	12	1	38	58	58	59	69	96	80	51	42	77	56	198	24	27	40
22	12083148	12083206	0	0	0	4	3	10	2	8	12	0	6	0	4	7	24	0	0	2
10	107409391	107409586	0	2	0	28	18	4	0	2	18	7	2	1	8	8	10	0	2	5
5	56231640	56231706	2	7	0	12	8	11	14	8	14	2	0	0	12	14	22	0	4	4
9	64560989	64561100	0	2	0	28	14	16	12	10	17	3	10	10	13	19	16	10	10	0
8	1238801	1238948	4	4	0	11	13	14	4	10	12	1	8	0	8	9	27	2	0	0
7	41517078	41517170	0	6	0	8	18	17	4	0	7	2	6	0	2	2	22	8	2	0
2	48707988	48708058	0	7	2	11	0	9	9	6	16	7	7	11	13	0	26	6	0	1
17	48756648	48756706	0	0	0	8	12	10	11	11	2	2	11	2	0	18	24	2	4	2
X	70635817	70635971	4	1	0	33	22	18	4	14	23	5	2	0	13	16	19	12	10	3
4	158320025	158320097	3	0	0	11	4	15	0	8	7	4	2	0	12	12	22	7	0	4
4	50126074	50126199	0	2	3	17	18	20	16	12	18	4	4	0	8	21	0	16	6	4
11	109902077	109902166	4	0	7	15	11	0	0	2	12	6	2	4	12	6	24	0	0	4
13	17378600	17378727	8	0	1	20	12	19	4	16	13	0	10	0	11	21	6	2	2	3
1	113114717	113114788	4	0	2	13	3	6	2	0	8	2	0	0	12	8	28	0	0	4
20	43617962	43618035	2	0	0	8	4	4	2	10	8	0	6	0	10	7	28	0	0	6
3	112166212	112166308	0	4	0	10	11	14	6	9	18	8	0	2	7	6	25	8	0	1
6	17030621	17030733	9	1	0	17	12	16	10	10	17	0	8	0	4	13	20	1	2	4
X	46531003	46531064	0	2	0	5	14	20	15	8	9	2	0	6	13	6	23	0	6	4
8	91827668	91827726	6	5	0	9	3	9	0	4	7	0	0	10	10	12	18	0	0	4
6	109705317	109705506	2	2	0	23	40	35	33	42	40	41	40	22	28	18	36	25	21	18
X	51746724	51746824	0	0	4	8	12	9	2	8	7	0	0	0	10	4	24	2	0	3
15	96211566	96211738	0	4	4	15	18	8	0	10	10	6	4	0	10	6	34	0	10	3
X	65751203	65751312	5	0	0	21	6	13	9	4	10	4	0	2	10	6	29	2	1	0
13	17915485	17915777	6	4	10	37	35	50	27	34	42	9	13	0	43	39	10	6	12	2
X	85597990	85598077	0	0	1	6	13	10	4	8	2	8	0	0	4	13	28	0	4	2
X	3026968	3027046	0	0	0	8	10	14	0	8	6	1	2	0	6	2	25	0	3	4
16	84652775	84652897	6	0	0	5	14	24	18	26	36	20	14	35	12	22	43	17	24	8
1	10619483	10619595	0	0	0	15	7	15	21	8	11	0	2	0	6	2	6	4	5	8
X	60984727	60984850	7	0	0	27	27	16	13	5	14	6	4	4	12	18	8	2	2	0
X	5654332	5654464	0	2	4	13	12	7	5	6	7	4	2	2	20	0	38	0	2	0
19	28232719	28232839	6	0	0	12	8	17	6	2	9	12	7	0	6	18	2	0	6	0
4	88174219	88174330	0	7	0	18	17	6	26	6	10	2	6	5	0	16	6	0	10	6
8	143166853	143167031	4	0	0	21	14	14	15	11	16	7	6	2	20	7	26	15	5	0
19	26880247	26880506	6	8	8	176	146	159	136	130	182	28	58	40	138	118	22	70	55	45
X	128714490	128714556	2	1	2	10	9	14	2	10	11	0	0	0	4	10	18	0	1	0
1	123180475	123180714	2	0	2	28	26	41	42	32	42	4	6	8	28	30	16	14	10	12
4	49788744	49788891	0	0	1	35	14	10	18	28	20	12	6	6	22	22	8	6	2	6
3	91148178	91148521	0	8	4	37	25	26	16	30	35	9	6	0	20	27	8	4	11	11
8	144913683	144913757	3	2	0	10	10	11	9	7	0	0	1	2	11	11	32	0	2	8
22	49975750	49975876	0	6	0	16	14	25	14	18	18	8	9	4	20	12	106	18	8	8
X	11138800	11138868	2	0	0	18	12	16	4	9	15	2	4	0	10	2	20	0	3	2
7	81861043	81861132	9	0	0	2	2	10	8	8	10	0	8	8	7	14	21	0	4	0
X	3361237	3361320	0	0	0	8	7	13	6	2	13	1	0	2	8	5	20	0	2	0
4	51368255	51368564	12	2	0	48	50	57	46	36	20	8	27	12	35	43	18	8	12	6
X	8275391	8275476	0	0	2	10	8	7	10	6	2	2	0	0	0	6	24	4	0	0
19	29783917	29784114	9	0	7	8	14	22	27	8	16	8	13	9	23	22	74	2	14	0
X	56636121	56636206	0	1	2	12	12	10	2	14	12	0	2	0	7	9	24	0	6	2
11	318454	318623	10	0	6	62	75	101	50	34	66	32	36	39	51	71	52	31	30	23
8	140365260	140365372	0	0	0	16	7	12	1	9	12	2	10	2	11	19	36	4	5	6
2	91530546	91530612	0	8	0	22	19	17	9	16	10	0	9	6	15	10	41	8	11	4
4	50513411	50513570	0	2	0	12	20	17	40	22	22	8	12	6	16	21	2	8	2	6
4	50998858	50999033	6	2	0	33	22	54	30	30	24	5	7	3	44	25	6	11	4	6
X	153398153	153398396	2	0	0	16	39	26	14	7	18	8	8	5	8	19	61	8	6	8
X	97515317	97515415	0	0	0	25	19	8	10	6	22	4	6	2	6	16	34	6	6	6
12	31111206	31111318	5	0	0	15	8	15	10	24	8	5	8	0	4	2	21	5	0	2
1	79414313	79414576	2	8	0	17	9	12	15	15	24	0	4	2	16	8	42	8	2	1
5	141005575	141005666	0	2	0	11	12	11	11	9	4	0	0	3	3	5	16	6	0	0
13	16527896	16528012	0	2	0	10	10	22	6	11	10	2	4	0	4	8	0	2	0	0
11	52323119	52323310	2	0	0	18	20	16	20	31	41	14	19	10	17	16	4	25	16	18
19	18073337	18073449	0	0	0	12	28	4	12	22	14	9	14	6	10	8	34	6	4	12
X	52200864	52200992	4	0	2	5	13	14	6	10	7	1	11	3	12	14	50	0	0	4
X	85797177	85797317	1	0	2	17	12	25	0	4	10	0	4	0	8	7	6	2	0	2
2	216808944	216809270	10	0	0	14	14	22	20	23	18	13	25	24	18	29	84	22	24	9
X	116687049	116687251	3	2	0	8	32	10	4	14	8	0	0	10	10	10	14	4	0	2
2	12679792	12679871	0	0	6	2	23	15	6	8	6	0	2	2	8	6	18	0	0	2
4	51288618	51288739	0	0	0	7	22	14	6	14	22	8	4	2	19	26	4	8	2	4
9	126310381	126310457	0	0	2	8	11	15	6	0	17	2	11	2	4	2	26	9	0	8
13	17835900	17836013	42	32	41	2	0	2	2	6	4	22	27	26	6	4	8	17	12	18
2	135408810	135408906	0	0	0	12	5	4	0	2	6	0	4	0	1	0	24	10	0	4
4	50607570	50607741	0	2	2	31	17	17	35	28	35	9	3	4	19	32	2	4	6	13
X	84640834	84640896	2	0	0	12	9	8	6	8	7	4	0	0	5	12	18	0	2	0
10	86226323	86226620	0	2	8	23	30	28	25	33	34	16	20	15	35	37	183	22	16	18
5	47915820	47915941	6	10	0	26	18	24	18	26	24	0	8	6	30	24	4	14	4	2
1	122714457	122714630	0	12	4	48	63	64	44	44	53	14	19	8	59	37	14	16	16	8
14	17271741	17271912	6	0	2	46	21	20	13	20	20	2	9	2	28	39	24	6	2	8
16	186047	187200	2	9	2	57	39	46	46	44	55	6	16	17	61	44	185	15	16	31
2	203283267	203283355	6	0	0	6	10	7	6	10	14	2	0	7	4	7	28	0	0	8
11	53285633	53285925	7	2	4	94	109	107	76	88	88	26	38	30	70	62	14	31	43	18
12	130737231	130737346	0	3	0	7	18	13	5	6	12	0	4	7	21	5	28	3	4	0
7	3065387	3065449	4	0	2	10	6	12	18	12	7	7	10	0	12	10	42	0	11	1
X	27514173	27514287	2	0	0	16	2	10	4	24	8	2	4	2	6	8	28	0	0	2
2	92798206	92798392	10	6	8	18	10	20	30	19	14	0	2	0	6	16	0	12	4	4
22	14571655	14571768	8	6	0	16	10	14	14	6	24	0	2	0	26	18	6	6	2	2
13	98532366	98532520	0	0	3	16	14	17	6	12	16	2	14	16	10	12	78	7	6	2
1	106703716	106703782	2	0	0	11	6	3	0	4	8	0	0	0	11	10	18	1	4	0
7	97017143	97017303	0	8	0	20	22	18	6	10	15	4	0	4	16	7	32	9	16	7
11	124014469	124014570	0	2	2	8	8	12	8	4	12	3	2	0	12	9	38	8	0	0
15	49354360	49354426	1	0	0	8	23	13	8	10	10	5	14	9	20	10	28	12	0	8
4	50004560	50004674	2	0	0	10	10	24	12	10	6	6	4	0	18	16	0	4	8	2
3	183153968	183154059	0	0	0	10	5	4	7	4	16	3	6	0	2	14	30	5	0	5
2	8000147	8000325	5	8	0	15	19	14	12	21	0	0	10	4	21	10	36	5	5	8
17	24139851	24140018	9	10	0	53	27	47	14	29	31	8	2	2	28	19	8	8	3	4
2	219848244	219848303	0	0	12	8	2	17	6	1	12	0	5	2	6	10	22	0	12	8
9	79562793	79562863	0	0	0	6	13	9	4	3	2	3	5	0	8	15	18	0	7	0
4	49800967	49801073	0	2	0	38	19	18	26	15	22	4	14	2	11	24	4	6	6	8
8	118005893	118006046	0	5	14	10	10	6	7	16	2	0	8	0	1	8	0	13	6	0
4	51724901	51725116	0	2	6	38	28	44	37	41	20	4	4	8	34	40	6	10	16	14
1	144196315	144196431	0	0	1	14	16	18	10	5	6	2	4	0	13	8	34	2	8	2
4	50706273	50706424	1	0	4	33	21	20	9	25	13	3	6	0	16	15	2	2	4	8
9	43956600	43957056	2	0	4	44	36	45	21	30	42	6	8	6	43	32	6	16	11	16
12	131616894	131616958	0	3	0	24	27	25	14	16	16	10	14	2	19	22	36	4	8	8
7	120779995	120780063	0	12	3	8	11	10	0	8	8	2	0	8	9	9	16	1	0	0
19	27271219	27271337	2	1	0	13	6	8	2	8	13	0	3	4	10	10	36	2	0	0
15	21248722	21248788	0	0	0	8	5	6	0	10	8	1	8	4	2	12	22	4	0	0
X	144158923	144159041	0	0	2	6	12	4	18	2	16	0	0	2	4	10	0	3	0	0
14	104034829	104034889	2	0	4	12	0	4	0	10	9	3	0	4	10	14	22	10	6	0
X	78866840	78866922	2	0	0	12	8	3	10	8	9	0	1	1	17	9	27	4	4	0
2	229109424	229109505	6	7	0	14	4	7	2	10	6	1	6	0	0	0	24	3	0	0
20	52430588	52430680	4	4	0	6	9	14	9	7	8	0	4	0	8	12	24	0	0	8
4	50369774	50370515	4	13	10	210	152	198	143	156	160	57	62	30	132	166	38	74	60	53
6	57296585	57296680	0	0	0	15	2	13	12	6	0	3	4	3	10	8	42	6	4	6
7	43185133	43185215	0	4	0	10	6	13	5	0	8	0	2	0	5	7	17	8	0	10
15	59400379	59400489	6	0	0	1	13	2	12	8	9	2	8	2	18	6	34	16	9	0
11	53738275	53738664	0	6	4	39	58	32	40	40	29	12	2	13	33	43	10	10	14	8
17	3687042	3687722	2	2	0	26	34	28	29	33	49	12	30	10	41	27	46	25	13	15
6	168127646	168127729	7	2	4	0	13	6	4	7	4	6	10	0	9	18	38	0	10	0
1	53048080	53048153	0	0	0	12	8	11	8	14	1	7	3	3	0	2	20	6	0	8
15	100266563	100266634	0	3	2	15	25	12	2	7	16	0	1	2	7	12	24	7	0	4
12	35230931	35231063	5	0	1	10	17	17	10	8	10	4	0	0	22	10	5	2	0	4
10	37582352	37582435	7	0	0	14	11	6	4	3	4	0	0	0	9	4	26	4	2	0
2	90026204	90026311	2	12	0	16	4	11	6	13	12	4	2	3	9	27	8	0	0	0
3	58298649	58298804	0	0	2	8	6	9	8	14	17	1	0	6	24	26	14	11	11	7
2	17786831	17787000	10	0	0	9	27	18	8	6	8	0	7	2	14	2	12	7	0	5
19	24769340	24769498	4	6	0	12	16	12	24	10	8	2	4	2	14	10	0	2	0	0
X	52551049	52551135	3	0	2	10	14	14	1	0	8	0	0	3	9	6	22	2	6	0
5	56156807	56157023	2	0	0	21	35	36	14	12	17	34	9	21	19	20	12	16	6	15
15	95284971	95285221	0	2	4	32	42	50	32	37	41	35	47	43	24	31	40	16	25	16
7	60232410	60232554	0	3	0	16	12	20	8	18	7	3	2	0	16	10	4	2	0	5
X	134146184	134146286	2	0	0	11	7	16	8	4	10	2	2	2	0	9	24	0	6	0
X	23430364	23430448	0	2	0	17	9	15	6	2	16	5	0	4	7	2	26	0	4	10
21	12914315	12914493	8	4	2	22	22	24	14	26	27	0	15	4	19	14	8	16	2	0
10	40510074	40510248	6	22	16	0	0	0	0	6	4	11	14	6	2	2	0	6	8	6
18	59205692	59205886	0	7	0	12	12	13	16	13	8	4	9	0	9	7	27	6	0	8
12	119009019	119009082	0	2	6	11	10	4	0	4	8	2	0	0	12	16	20	1	5	0
1	123188659	123188865	2	4	1	62	28	31	10	40	48	4	3	3	42	35	14	12	11	8
4	19083710	19083818	1	2	0	8	32	19	15	12	13	6	0	6	12	14	30	12	2	2
X	128622464	128622579	0	3	0	8	21	15	8	17	8	0	2	1	10	8	30	3	2	2
6	130461740	130461967	2	4	0	8	9	42	18	8	21	4	3	0	10	16	6	2	8	0
X	69565026	69565184	1	0	3	14	10	8	13	12	16	0	4	2	2	14	33	8	8	0
11	52632694	52632852	0	5	0	32	18	28	28	25	22	15	14	8	40	37	12	25	12	14
17	42917037	42917104	0	0	0	4	2	9	6	14	2	1	10	0	9	0	20	7	0	2
15	55431518	55431587	0	0	0	8	4	10	0	8	12	2	4	4	9	8	21	4	0	0
X	52001405	52001539	0	0	4	12	10	8	4	12	10	3	6	0	3	7	24	0	0	10
14	98821736	98821895	2	4	3	15	10	9	2	14	2	0	0	0	21	7	2	0	0	10
4	51077343	51077615	4	4	0	41	38	31	52	29	32	18	10	2	39	31	10	8	8	10
4	51501533	51501806	0	6	2	43	24	41	26	22	36	10	18	1	30	31	15	19	16	8
12	96169536	96169603	1	2	0	7	6	8	13	12	9	4	10	0	5	3	26	18	0	0
3	178211538	178211649	8	0	2	4	7	7	13	15	11	0	6	0	7	19	21	14	4	0
17	21408732	21408852	0	4	0	25	13	14	6	10	23	4	18	14	11	16	88	12	4	7
4	49784458	49784690	0	2	4	59	17	19	33	34	35	12	4	4	34	28	8	8	18	4
15	34200849	34200965	1	0	2	14	7	8	13	4	4	0	8	0	15	4	34	2	0	4
X	21375538	21375604	0	1	4	12	10	11	8	6	16	4	0	3	9	0	32	2	0	6
20	6047438	6047514	0	0	6	6	5	11	17	4	4	0	8	0	6	7	29	4	0	9
14	17289801	17290001	0	5	2	47	34	30	44	38	32	8	18	10	22	30	10	2	11	16
12	124431982	124432092	0	2	0	14	16	15	8	14	13	5	5	2	12	13	68	18	10	2
10	40645466	40645674	10	6	0	34	22	19	35	20	44	16	15	10	36	28	0	17	14	20
X	56764509	56764587	2	4	3	47	83	64	53	56	49	21	11	15	43	28	105	7	24	11
1	7073093	7073210	0	0	2	0	7	19	3	7	4	0	20	0	10	5	11	4	10	8
4	51305764	51306076	4	4	0	44	53	47	38	55	36	18	24	12	38	28	4	25	14	18
7	70742628	70742730	0	0	0	9	19	7	0	14	6	6	9	7	16	6	30	8	6	4
X	130441446	130441509	0	0	0	2	8	10	8	8	16	2	4	6	7	13	19	6	0	0
9	134762905	134763075	8	0	0	23	14	24	6	8	17	8	5	9	14	14	92	10	11	2
15	66201417	66201492	0	0	4	6	11	14	12	15	11	2	0	0	8	4	26	9	10	7
1	162054305	162054378	0	2	8	2	10	6	2	10	15	0	2	4	0	11	20	10	0	0
10	100342507	100342590	0	1	4	19	37	36	10	28	32	23	24	27	27	32	78	14	16	15
19	33554392	33554508	6	0	0	18	6	8	0	16	9	3	6	4	17	4	52	13	5	2
1	109821392	109821544	0	0	5	21	17	25	17	20	29	6	10	5	14	32	50	8	10	4
8	62932981	62933069	4	1	4	4	8	14	7	0	2	0	6	1	0	17	26	0	2	0
10	41170877	41171167	2	0	6	44	42	40	39	48	64	14	17	12	34	54	14	20	24	22
15	65767983	65768153	10	2	0	22	33	32	42	40	51	24	36	36	41	21	118	22	20	33
17	80518420	80518478	2	0	0	11	12	13	0	8	9	6	2	0	6	3	26	0	2	2
1	19103995	19104080	6	0	2	10	0	15	13	8	10	0	6	3	7	4	22	3	0	0
12	47851349	47851462	3	4	0	8	23	18	12	21	14	0	8	2	3	6	44	1	2	10
6	136700289	136700453	2	4	2	14	40	18	0	15	3	0	11	3	16	15	26	11	10	2
9	119204090	119204170	4	0	0	0	8	15	9	12	6	10	4	7	0	20	24	14	6	4
4	49943062	49943194	0	0	1	19	11	21	24	18	23	11	11	11	23	35	4	8	4	6
7	55904205	55904372	0	0	0	6	7	26	4	10	15	2	2	0	12	2	10	2	0	2
5	48467235	48467358	1	10	6	24	16	11	18	14	21	0	17	1	18	16	0	8	2	10
2	46861290	46861355	2	0	0	14	4	5	10	8	9	0	9	3	6	12	24	0	0	4
6	59381010	59381217	10	0	5	67	43	51	47	38	30	13	19	8	60	26	10	12	4	9
10	71954162	71954291	2	4	0	4	7	21	17	14	11	2	10	0	14	25	40	1	10	10
3	98421940	98422032	0	6	0	7	15	9	3	10	12	2	12	3	14	11	24	0	0	3
10	124922390	124922459	2	2	0	6	0	0	10	8	10	0	12	0	4	5	22	4	0	7
12	113534976	113535054	4	0	0	12	10	12	6	3	12	0	0	6	10	14	31	8	9	8
4	19078813	19079102	5	1	4	42	33	37	24	37	14	4	6	6	21	36	10	8	6	0
X	40324139	40324263	0	0	0	14	12	5	5	12	8	2	6	2	17	12	24	2	4	0
11	7799356	7799433	0	2	0	18	3	0	0	4	6	4	4	1	14	8	20	0	0	4
X	55414928	55414997	4	0	2	1	10	15	5	4	2	0	0	0	0	5	36	2	0	1
10	63032595	63032685	0	1	2	4	5	14	4	10	13	1	3	0	19	0	24	0	2	1
8	99899685	99899805	0	5	6	15	19	8	16	10	4	0	8	6	13	14	44	2	10	0
X	53569072	53569170	0	4	2	16	12	4	10	9	12	2	2	0	10	1	26	0	0	2
Y	1624439	1624645	0	0	0	10	10	12	10	9	15	7	0	9	8	9	34	4	3	5
X	72303183	72303265	2	8	0	10	16	14	8	17	12	5	7	0	10	17	31	2	2	0
X	37892998	37893190	0	4	0	9	9	5	15	4	11	2	2	0	15	21	2	0	2	0
7	86340366	86340497	10	0	3	16	13	24	12	8	27	0	7	0	12	14	17	2	7	4
11	53542732	53542943	0	2	2	27	28	16	17	18	17	2	2	0	25	6	6	6	8	4
19	42856884	42856983	2	6	3	20	10	12	9	14	12	5	10	0	0	8	46	14	8	0
X	124110274	124110392	0	0	4	10	17	7	4	8	4	3	0	3	4	17	36	1	0	2
X	35244044	35244120	3	0	4	8	11	12	4	13	12	2	2	0	8	6	21	0	0	0
12	116536351	116536456	4	0	0	9	21	16	8	14	15	6	2	8	16	9	34	7	14	0
7	153262015	153262081	1	4	0	10	14	16	0	8	4	2	4	0	6	0	22	0	5	7
3	57013181	57013254	4	8	0	9	15	11	6	2	8	1	3	0	11	9	31	0	7	0
6	137175179	137175241	0	0	2	15	12	0	4	2	8	0	0	1	9	2	18	8	0	4
11	52914253	52914762	4	6	0	56	34	56	60	41	60	28	15	18	74	44	24	20	17	26
X	64306795	64306916	0	0	3	9	12	12	13	10	2	2	4	0	5	2	25	0	4	0
3	136906777	136906862	0	5	2	12	13	9	20	2	17	0	8	2	3	16	26	0	9	2
1	221709036	221709292	8	2	16	58	87	54	121	114	120	175	113	112	101	70	186	70	52	124
11	11675268	11675393	4	2	0	7	3	9	11	8	4	5	0	0	12	11	30	0	4	0
9	74218514	74218582	0	0	4	10	7	13	5	2	9	0	3	0	12	6	26	4	9	0
7	46558529	46558637	0	0	7	24	12	8	2	10	16	0	0	6	7	2	4	4	0	6
X	11533249	11533387	4	0	0	17	36	28	30	32	28	14	18	16	22	28	14	6	12	10
21	12616395	12616909	12	17	16	212	139	196	118	131	164	10	24	18	128	137	30	25	22	20
11	54206470	54206649	6	0	0	20	15	50	14	18	21	3	16	8	18	25	18	10	14	2
15	100409876	100409985	0	0	7	7	10	8	8	18	9	18	0	8	0	7	28	7	10	4
22	48488087	48488166	7	6	0	14	18	19	4	5	18	8	2	0	12	7	40	10	4	0
18	14871003	14871198	9	4	0	26	29	24	13	26	15	8	10	1	14	18	150	13	10	8
19	16079444	16079616	0	4	8	28	45	34	56	57	60	59	40	39	62	36	62	29	27	47
X	77459432	77459568	0	2	0	2	21	14	8	6	6	2	7	0	10	8	4	0	0	0
7	58207543	58207824	2	4	2	38	33	32	30	18	24	12	6	0	29	40	10	10	5	4
X	147286207	147286271	0	0	2	16	8	10	7	12	2	0	2	0	6	11	20	0	4	4
7	142234689	142234832	0	6	0	22	11	10	14	8	12	2	0	6	18	12	38	10	12	6
16	18554006	18554129	0	0	0	10	41	19	4	12	11	2	6	5	18	9	15	11	6	3
2	113324949	113325028	1	2	0	18	22	17	27	39	28	20	16	16	22	13	39	8	2	6
X	4725232	4725406	4	0	2	10	8	13	13	8	9	0	0	2	11	6	37	5	0	4
Y	2638363	2638602	2	0	0	6	10	9	22	20	26	22	19	20	16	18	56	9	14	12
X	118524114	118524172	6	0	0	5	14	11	18	18	15	5	0	16	10	7	20	12	2	1
13	111778246	111778346	0	0	0	0	10	2	4	8	10	0	2	2	6	5	22	0	0	0
15	29003927	29004088	0	0	0	14	11	30	16	10	11	18	8	4	10	18	26	8	4	9
2	218525356	218525450	0	0	0	15	10	13	8	15	13	1	2	6	4	6	20	0	2	4
4	50013719	50014487	16	15	17	323	251	354	248	291	283	73	108	69	294	290	40	101	69	78
10	41559746	41559934	0	0	2	19	40	27	19	14	6	2	9	6	36	11	10	6	4	8
15	19496404	19496659	4	0	6	48	33	16	14	10	16	1	2	2	23	10	4	1	2	4
6	150332784	150332864	0	4	2	17	6	6	8	10	7	0	2	0	0	10	27	5	4	0
9	60622640	60623495	6	22	4	187	130	150	150	136	106	41	60	20	149	143	30	42	46	40
13	16738945	16739286	4	6	2	36	27	32	17	27	39	5	5	0	27	30	6	8	4	2
17	80889929	80890068	2	0	2	24	23	31	34	40	33	31	38	34	29	30	38	23	23	35
X	75173545	75173665	0	0	5	26	12	13	10	8	26	4	0	3	10	9	36	8	8	6
6	110013792	110013858	0	0	0	12	5	11	2	6	16	6	11	1	8	6	26	10	7	0
2	172182842	172182905	2	2	0	12	4	15	2	8	11	0	6	0	0	13	18	2	0	6
22	21067897	21067979	2	2	0	15	12	10	9	21	6	0	0	2	5	8	32	16	2	8
7	60358639	60358764	0	4	4	24	24	21	24	18	26	2	0	8	26	25	10	14	9	6
4	50030572	50030825	2	0	0	13	28	26	14	18	14	4	12	8	29	29	2	4	5	8
X	41253614	41253961	8	6	0	49	77	76	41	51	40	24	15	31	39	31	86	12	21	17
1	113390952	113391204	0	3	6	31	54	64	42	45	45	29	38	32	38	30	44	56	34	17
10	28533718	28533785	0	5	4	43	70	53	34	33	52	30	35	24	47	41	52	35	24	12
12	35234843	35234984	6	5	0	26	15	18	23	17	27	6	11	0	32	37	2	11	10	14
X	152653894	152653961	3	0	0	10	12	7	2	8	5	0	2	0	11	6	21	0	0	2
